Id,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-net,hours-per-week,native-country,target
23671,26, ?,208994,10, Never-married, ?, Own-child, White, Male,0,12, United-States,0
23672,56, Local-gov,212864,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,40, United-States,1
23673,41, Private,214242,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,-1887,40, United-States,1
23674,47, Self-emp-not-inc,191175,3, Married-civ-spouse, Sales, Husband, White, Male,-2179,50, Mexico,0
23675,21, Private,118693,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,40, United-States,0
23676,29, Private,253593,9, Never-married, Craft-repair, Own-child, Black, Male,0,40, United-States,0
23677,32, State-gov,206051,10, Married-spouse-absent, Farming-fishing, Own-child, White, Male,0,50, United-States,0
23678,72, Private,497280,5, Widowed, Other-service, Unmarried, Black, Female,0,20, United-States,0
23679,69, Self-emp-not-inc,240562,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,40, United-States,1
23680,19, Private,140985,10, Never-married, Adm-clerical, Other-relative, White, Male,0,25, United-States,0
23681,25, Local-gov,191921,13, Never-married, Craft-repair, Own-child, White, Male,0,25, United-States,0
23682,56, Private,204049,10, Married-civ-spouse, Sales, Husband, White, Male,-1848,50, United-States,1
23683,42, Private,331651,14, Never-married, Prof-specialty, Not-in-family, White, Female,8614,50, United-States,1
23684,58, Private,142158,13, Divorced, Exec-managerial, Unmarried, White, Female,0,35, United-States,0
23685,24, Private,249046,13, Never-married, Tech-support, Own-child, White, Male,0,40, United-States,0
23686,41, Private,213019,11, Married-civ-spouse, Tech-support, Wife, White, Female,0,38, United-States,1
23687,40, Private,199599,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,40, United-States,1
23688,37, Private,186191,9, Married-civ-spouse, Other-service, Husband, White, Male,0,45, ?,0
23689,25, Private,28008,12, Divorced, Adm-clerical, Unmarried, White, Female,0,40, United-States,0
23690,43, Self-emp-inc,82488,13, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,40, Philippines,1
23691,36, Private,117073,9, Never-married, Craft-repair, Own-child, White, Male,0,40, United-States,0
23692,41, Private,325786,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,40, United-States,0
23693,31, Private,37546,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,40, United-States,0
23694,22, Private,204226,9, Never-married, Exec-managerial, Own-child, White, Female,0,40, United-States,0
23695,36, Private,133299,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
23696,42, Private,29702,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,40, United-States,0
23697,29, Private,307812,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,60, United-States,0
23698,25, Private,174545,9, Never-married, Adm-clerical, Unmarried, White, Female,0,46, United-States,0
23699,23, Private,233472,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,40, United-States,0
23700,34, Private,184147,9, Separated, Sales, Unmarried, Black, Female,0,20, United-States,0
23701,27, Private,198188,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,2580,45, United-States,0
23702,32, Private,447066,13, Married-civ-spouse, Sales, Husband, Black, Male,15024,50, United-States,1
23703,33, Private,200246,10, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,40, United-States,0
23704,38, Private,166585,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,55, United-States,0
23705,21, Private,335570,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,30, ?,0
23706,39, Private,53569,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
23707,50, Private,167065,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,40, United-States,1
23708,32, Private,113364,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,30, United-States,0
23709,40, Federal-gov,219266,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,40, United-States,1
23710,58, Federal-gov,200042,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,40, United-States,1
23711,20, Private,205975,9, Never-married, Adm-clerical, Own-child, White, Female,0,20, United-States,0
23712,63, ?,234083,9, Divorced, ?, Not-in-family, White, Female,-2205,40, United-States,0
23713,56, Private,65325,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,50, United-States,0
23714,30, Local-gov,194740,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,40, United-States,0
23715,39, Private,99065,10, Divorced, Exec-managerial, Unmarried, White, Female,0,39, United-States,0
23716,25, Private,212793,12, Never-married, Prof-specialty, Not-in-family, White, Male,0,50, United-States,1
23717,33, Private,112941,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,40, United-States,1
23718,41, State-gov,187322,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,40, United-States,0
23719,50, Private,283676,10, Divorced, Craft-repair, Not-in-family, White, Male,0,40, United-States,0
23720,44, Private,173682,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,40, United-States,0
23721,27, Private,168470,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,40, United-States,0
23722,27, Private,186454,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,13550,40, United-States,1
23723,58, Private,141807,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,40, Italy,0
23724,25, Private,245628,10, Never-married, Tech-support, Own-child, White, Male,0,15, Mexico,0
23725,31, Private,264864,9, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,40, United-States,0
23726,39, Private,262841,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,50, United-States,1
23727,55, Private,37438,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,1
23728,22, Private,170800,11, Never-married, Other-service, Own-child, White, Female,0,12, United-States,0
23729,44, Private,152150,12, Separated, Exec-managerial, Not-in-family, White, Male,0,40, United-States,0
23730,41, ?,211873,11, Married-civ-spouse, ?, Wife, White, Female,-1628,5, ?,0
23731,44, Private,159580,8, Divorced, Transport-moving, Not-in-family, White, Female,0,40, United-States,0
23732,61, Private,477209,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,54, United-States,0
23733,32, Private,70985,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,40, United-States,0
23734,35, Private,241998,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,45, United-States,1
23735,28, Private,249541,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
23736,57, Private,135339,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,40, Philippines,1
23737,32, Private,44675,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,65, United-States,1
23738,46, State-gov,247992,4, Never-married, Other-service, Not-in-family, Black, Female,0,40, United-States,0
23739,26, Self-emp-not-inc,221626,9, Married-civ-spouse, Other-service, Wife, White, Female,-1579,20, United-States,0
23740,43, Self-emp-inc,48087,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
23741,62, Local-gov,114045,9, Divorced, Other-service, Not-in-family, White, Female,0,35, United-States,0
23742,60, State-gov,69251,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,38, China,1
23743,67, Private,192670,9, Divorced, Sales, Not-in-family, White, Female,0,20, United-States,0
23744,19, Private,268392,9, Never-married, Sales, Unmarried, Black, Female,0,30, United-States,0
23745,55, ?,170994,9, Never-married, ?, Not-in-family, White, Female,0,40, United-States,0
23746,48, Private,431513,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,65, United-States,1
23747,19, State-gov,37332,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,20, United-States,0
23748,19, Private,35865,10, Never-married, Other-service, Not-in-family, White, Female,0,30, United-States,0
23749,43, Private,183891,9, Divorced, Exec-managerial, Unmarried, White, Female,0,40, United-States,0
23750,31, Private,150309,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,90, United-States,0
23751,65, Private,93318,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,45, United-States,0
23752,32, Private,171814,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,40, United-States,0
23753,36, State-gov,183735,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,40, United-States,1
23754,41, Private,353541,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,40, Mexico,0
23755,33, Local-gov,152351,10, Married-civ-spouse, Protective-serv, Husband, White, Male,3908,40, United-States,0
23756,72, ?,271352,6, Divorced, ?, Not-in-family, White, Male,0,12, United-States,0
23757,34, Private,345705,13, Married-civ-spouse, Sales, Husband, White, Male,-1977,50, United-States,1
23758,27, Private,223751,10, Never-married, Craft-repair, Not-in-family, White, Male,0,45, United-States,0
23759,75, Self-emp-inc,164570,7, Never-married, Exec-managerial, Not-in-family, White, Male,0,50, United-States,0
23760,39, ?,281363,6, Widowed, ?, Unmarried, White, Female,0,15, United-States,0
23761,51, Private,110747,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-1887,40, United-States,1
23762,47, Private,34458,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,40, United-States,0
23763,31, Private,254293,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,40, United-States,0
23764,40, Private,270147,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,40, United-States,1
23765,48, Private,195491,9, Divorced, Sales, Not-in-family, White, Female,0,30, United-States,0
23766,36, Local-gov,255454,13, Never-married, Protective-serv, Not-in-family, Black, Male,0,40, United-States,0
23767,18, Private,126125,9, Never-married, Other-service, Own-child, White, Male,0,20, United-States,0
23768,33, Private,618191,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,40, United-States,0
23769,34, Private,163110,14, Married-civ-spouse, Sales, Husband, White, Male,0,40, United-States,0
23770,51, Private,145409,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,48, United-States,1
23771,39, State-gov,235379,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,40, United-States,0
23772,20, Private,55465,9, Never-married, Other-service, Own-child, White, Male,0,35, United-States,0
23773,67, Local-gov,181220,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,20, United-States,0
23774,42, Private,26672,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,60, United-States,0
23775,59, Private,98361,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,40, United-States,0
23776,31, Local-gov,219883,9, Never-married, Protective-serv, Not-in-family, Black, Male,0,40, United-States,0
23777,19, Private,376683,10, Never-married, Other-service, Unmarried, Black, Female,2036,30, United-States,0
23778,47, Private,33865,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,48, United-States,0
23779,68, Private,168794,4, Married-civ-spouse, Other-service, Husband, White, Male,0,30, United-States,0
23780,30, Private,94245,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,40, United-States,0
23781,34, Private,34572,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,60, United-States,0
23782,49, Private,348751,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,40, United-States,0
23783,38, Private,65382,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,1
23784,60, Private,116707,10, Married-civ-spouse, Sales, Husband, White, Male,7298,40, United-States,1
23785,51, Private,178054,10, Married-civ-spouse, Sales, Husband, White, Male,0,40, ?,1
23786,24, Private,140001,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,40, United-States,0
23787,18, Private,166889,10, Never-married, Handlers-cleaners, Own-child, Black, Female,-1602,35, United-States,0
23788,24, Private,117789,13, Never-married, Exec-managerial, Own-child, White, Female,0,40, United-States,0
23789,21, Private,238917,3, Married-civ-spouse, Other-service, Husband, White, Male,0,40, Mexico,0
23790,48, Local-gov,242923,9, Married-civ-spouse, Tech-support, Wife, White, Female,-1848,40, United-States,1
23791,52, Local-gov,330799,5, Married-civ-spouse, Other-service, Wife, White, Female,0,40, United-States,0
23792,48, Private,209460,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,40, United-States,0
23793,40, Federal-gov,75313,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,66, United-States,1
23794,29, ?,339100,7, Divorced, ?, Not-in-family, White, Female,3418,48, United-States,0
23795,20, Private,184779,10, Never-married, Tech-support, Own-child, White, Female,0,20, United-States,0
23796,31, Private,139000,9, Divorced, Sales, Unmarried, White, Female,0,25, United-States,0
23797,30, Private,361742,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,50, United-States,0
23798,30, Private,260782,9, Never-married, Craft-repair, Unmarried, White, Male,0,40, ?,0
23799,51, Private,203435,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,40, United-States,0
23800,29, Private,100579,11, Divorced, Exec-managerial, Not-in-family, White, Female,0,40, United-States,0
23801,56, Self-emp-not-inc,356067,14, Never-married, Sales, Not-in-family, White, Male,0,16, United-States,0
23802,46, Private,87250,13, Separated, Tech-support, Unmarried, White, Female,0,40, United-States,0
23803,41, Private,264663,10, Separated, Prof-specialty, Own-child, White, Female,-3900,40, United-States,0
23804,29, Private,255817,3, Never-married, Other-service, Other-relative, White, Female,0,40, El-Salvador,0
23805,48, Self-emp-not-inc,243631,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,30, South,0
23806,34, Self-emp-inc,544268,9, Divorced, Sales, Not-in-family, White, Female,0,50, United-States,0
23807,42, Self-emp-not-inc,98061,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,50, United-States,0
23808,25, Private,95691,9, Never-married, Other-service, Unmarried, White, Female,0,30, Columbia,0
23809,47, Private,145868,7, Divorced, Other-service, Unmarried, Black, Female,0,40, United-States,0
23810,23, Private,65038,9, Never-married, Sales, Own-child, White, Male,0,40, United-States,0
23811,43, Local-gov,227734,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,22, United-States,0
23812,19, Local-gov,176831,10, Never-married, Other-service, Own-child, Black, Female,0,35, United-States,0
23813,22, Private,211678,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,40, United-States,0
23814,40, Local-gov,157240,13, Divorced, Prof-specialty, Unmarried, White, Female,0,70, United-States,0
23815,41, Self-emp-not-inc,145441,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, Yugoslavia,0
23816,71, Self-emp-inc,66624,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,-2392,60, United-States,1
23817,42, Private,76487,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,45, United-States,0
23818,31, State-gov,557853,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,47, United-States,0
23819,69, ?,262352,10, Married-civ-spouse, ?, Husband, White, Male,0,32, United-States,0
23820,58, Self-emp-not-inc,118253,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,70, United-States,0
23821,36, Private,146625,7, Widowed, Other-service, Unmarried, Black, Female,0,12, United-States,0
23822,31, Private,174201,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,65, United-States,0
23823,20, ?,66695,10, Never-married, ?, Own-child, Other, Female,594,35, United-States,0
23824,41, Private,121130,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,40, United-States,0
23825,35, Private,385847,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
23826,62, ?,83439,4, Married-civ-spouse, ?, Husband, White, Male,0,40, United-States,0
23827,28, Private,114158,13, Never-married, Prof-specialty, Own-child, White, Female,0,15, United-States,0
23828,27, Private,381789,8, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,55, United-States,0
23829,17, Private,82041,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,40, Canada,0
23830,35, Self-emp-not-inc,115618,9, Divorced, Sales, Not-in-family, White, Male,0,50, United-States,1
23831,45, Self-emp-not-inc,106110,10, Married-civ-spouse, Other-service, Wife, White, Female,0,99, United-States,0
23832,44, Private,267521,13, Divorced, Adm-clerical, Unmarried, White, Female,0,40, United-States,0
23833,27, Private,90692,11, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,40, Philippines,0
23834,51, Private,57101,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
23835,49, Private,236913,9, Widowed, Other-service, Not-in-family, White, Female,0,45, United-States,0
23836,64, Self-emp-not-inc,388625,6, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,10, United-States,1
23837,54, Self-emp-not-inc,261207,4, Divorced, Transport-moving, Not-in-family, White, Male,0,45, Cuba,0
23838,43, Private,245487,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,40, Mexico,0
23839,32, Private,262153,9, Divorced, Craft-repair, Unmarried, White, Male,0,35, United-States,0
23840,36, Private,225516,12, Never-married, Sales, Not-in-family, Black, Male,10520,43, United-States,1
23841,26, Self-emp-not-inc,68729,9, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,50, United-States,1
23842,37, Private,126954,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,50, United-States,1
23843,38, Private,85074,12, Divorced, Adm-clerical, Unmarried, White, Female,0,40, United-States,0
23844,26, Private,383306,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
23845,50, Private,128143,13, Married-civ-spouse, Craft-repair, Husband, White, Male,-1887,50, United-States,1
23846,47, Private,185041,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,40, United-States,1
23847,42, Private,99373,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,40, United-States,0
23848,66, Local-gov,157942,9, Widowed, Transport-moving, Not-in-family, Black, Female,0,40, United-States,0
23849,43, Private,241928,9, Separated, Adm-clerical, Not-in-family, Black, Female,0,32, United-States,0
23850,37, Private,348739,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,45, United-States,1
23851,37, Private,95654,6, Divorced, Exec-managerial, Unmarried, White, Female,0,35, United-States,0
23852,25, Private,367306,10, Never-married, Tech-support, Own-child, White, Female,0,40, United-States,0
23853,29, Private,270421,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,50, United-States,1
23854,63, ?,221592,9, Married-civ-spouse, ?, Husband, White, Male,0,40, United-States,1
23855,50, Self-emp-not-inc,156951,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103,40, United-States,1
23856,42, State-gov,39239,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,70, United-States,0
23857,32, Private,72744,9, Never-married, Craft-repair, Own-child, White, Male,0,40, United-States,0
23858,42, State-gov,367292,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,40, United-States,1
23859,41, Self-emp-not-inc,408498,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,50, United-States,0
23860,25, Private,361493,13, Never-married, Sales, Not-in-family, White, Male,3325,40, United-States,0
23861,65, Self-emp-inc,157403,9, Married-civ-spouse, Sales, Husband, White, Male,0,50, United-States,0
23862,32, Private,231263,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,50, United-States,0
23863,32, Private,244147,9, Never-married, Craft-repair, Unmarried, White, Male,0,10, United-States,0
23864,24, Private,220944,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,60, United-States,0
23865,51, Federal-gov,314007,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,40, United-States,0
23866,67, ?,200862,6, Never-married, ?, Not-in-family, Black, Female,0,35, United-States,0
23867,28, Private,33374,7, Married-spouse-absent, Other-service, Unmarried, White, Female,0,35, United-States,0
23868,32, Self-emp-inc,345489,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,55, United-States,1
23869,77, Private,83601,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,40, United-States,0
23870,47, Private,162302,9, Divorced, Adm-clerical, Unmarried, White, Female,0,20, United-States,0
23871,26, Private,112847,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,40, United-States,0
23872,20, Private,147344,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,20, United-States,0
23873,57, State-gov,183657,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,35, United-States,1
23874,40, Private,130760,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,45, United-States,0
23875,50, Private,163948,14, Married-civ-spouse, Sales, Husband, White, Male,0,40, United-States,1
23876,19, Private,316797,4, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,45, Mexico,0
23877,54, Federal-gov,332243,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,40, United-States,0
23878,51, Local-gov,195844,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,40, United-States,1
23879,51, Local-gov,387250,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,50, United-States,1
23880,38, State-gov,188303,10, Married-civ-spouse, Protective-serv, Husband, White, Male,7688,40, United-States,1
23881,68, ?,40956,13, Married-civ-spouse, ?, Husband, White, Male,0,25, United-States,0
23882,17, Private,178953,8, Never-married, Sales, Own-child, White, Female,0,20, United-States,0
23883,32, Private,398988,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,40, United-States,0
23884,29, Private,535978,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,45, United-States,0
23885,42, Private,296982,10, Divorced, Sales, Unmarried, White, Male,0,40, United-States,0
23886,40, Private,231991,9, Divorced, Exec-managerial, Unmarried, White, Female,0,40, United-States,0
23887,27, Private,295799,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
23888,22, State-gov,201569,13, Never-married, Prof-specialty, Own-child, White, Female,0,20, United-States,0
23889,58, Private,193568,7, Widowed, Other-service, Not-in-family, White, Female,0,40, United-States,0
23890,61, Private,97128,13, Married-civ-spouse, Sales, Husband, White, Male,0,45, United-States,1
23891,42, Private,203393,13, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,35, United-States,1
23892,49, Private,138370,14, Married-spouse-absent, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,40, India,0
23893,41, Self-emp-inc,120277,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,40, ?,0
23894,43, Private,91949,9, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,40, United-States,0
23895,46, Private,228372,13, Divorced, Sales, Unmarried, White, Male,0,40, United-States,1
23896,28, Private,132191,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,45, United-States,1
23897,39, Self-emp-not-inc,274683,10, Married-civ-spouse, Sales, Husband, White, Male,7688,50, United-States,1
23898,50, Local-gov,196307,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,40, United-States,1
23899,57, Private,195835,10, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,40, United-States,0
23900,47, Private,185399,9, Married-civ-spouse, Other-service, Wife, White, Female,0,38, United-States,0
23901,79, Self-emp-not-inc,103684,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,40, United-States,0
23902,40, Private,140559,9, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,45, United-States,0
23903,35, Federal-gov,110188,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,40, Vietnam,0
23904,35, Local-gov,668319,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,-1740,80, United-States,0
23905,30, Private,112358,13, Married-civ-spouse, Other-service, Husband, White, Male,0,60, United-States,1
23906,26, Private,151810,6, Never-married, Farming-fishing, Not-in-family, Black, Male,0,40, United-States,0
23907,49, Private,48120,9, Never-married, Transport-moving, Unmarried, Black, Female,1506,40, United-States,0
23908,48, Private,144844,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
23909,22, Private,205839,10, Never-married, Other-service, Not-in-family, White, Male,0,45, United-States,0
23910,22, Private,113760,7, Never-married, Other-service, Own-child, White, Female,0,30, United-States,0
23911,50, Private,138358,6, Separated, Adm-clerical, Not-in-family, Black, Female,0,47, Jamaica,0
23912,47, Self-emp-not-inc,216657,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,60, United-States,0
23913,36, Private,278576,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,50, United-States,0
23914,44, Private,174373,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,1
23915,73, Private,220019,5, Widowed, Other-service, Unmarried, White, Female,0,9, United-States,0
23916,24, ?,311949,9, Never-married, ?, Not-in-family, Asian-Pac-Islander, Female,0,45, ?,0
23917,34, Private,303867,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,40, United-States,1
23918,37, Private,154210,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,40, Hong,0
23919,28, ?,131310,8, Married-civ-spouse, ?, Wife, White, Female,0,20, Germany,0
23920,46, Private,202560,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,40, United-States,1
23921,20, ?,358783,10, Never-married, ?, Own-child, White, Female,0,35, United-States,0
23922,29, Private,423024,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,40, Mexico,0
23923,24, Private,206671,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
23924,29, State-gov,245310,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,35, United-States,0
23925,18, Private,31983,8, Never-married, Adm-clerical, Own-child, White, Female,0,20, United-States,0
23926,41, Private,124956,13, Divorced, Exec-managerial, Unmarried, Black, Female,0,90, United-States,1
23927,59, Private,118358,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,1
23928,27, Private,491421,3, Never-married, Farming-fishing, Unmarried, White, Male,0,50, United-States,0
23929,50, Private,151580,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,45, United-States,0
23930,25, Private,248990,2, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,24, Mexico,0
23931,42, Private,157425,13, Divorced, Exec-managerial, Unmarried, White, Female,0,45, United-States,0
23932,36, Private,221650,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, Japan,0
23933,62, Private,88055,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,60, United-States,1
23934,71, Private,216608,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,40, United-States,0
23935,38, Private,682947,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,55, United-States,1
23936,44, Private,228124,9, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,0,40, United-States,0
23937,19, ?,217194,6, Never-married, ?, Own-child, White, Male,0,30, United-States,0
23938,49, Self-emp-not-inc,171540,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,60, United-States,0
23939,60, Self-emp-inc,210827,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,40, United-States,1
23940,28, Self-emp-not-inc,410351,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,40, Poland,0
23941,26, Private,163747,13, Never-married, Sales, Not-in-family, White, Female,0,55, United-States,0
23942,18, Private,108892,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,12, United-States,0
23943,43, Private,180096,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,50, United-States,1
23944,65, Local-gov,153890,8, Widowed, Exec-managerial, Not-in-family, White, Male,2009,44, United-States,0
23945,23, Private,117480,6, Never-married, Craft-repair, Own-child, White, Male,0,44, United-States,0
23946,21, Private,163333,10, Never-married, Other-service, Own-child, White, Female,0,35, United-States,0
23947,20, Self-emp-not-inc,306710,9, Never-married, Farming-fishing, Own-child, White, Male,0,40, United-States,0
23948,19, Private,150553,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,18, Philippines,0
23949,77, Private,123959,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,32, United-States,0
23950,32, Private,24961,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,40, United-States,0
23951,37, Local-gov,327120,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,30, United-States,0
